325.491,241.497,0,0,0.5,324,324,1,0,0,0,-1,2.53518e-06,0,-2.53518e-06,-1,-0,-0,0.5
327.488,248.482,0,0,0.5,324,324,0.707107,0.707106,-1.79264e-06,0.707106,-0.707107,1.79265e-06,0,-2.53518e-06,-1,-0,-0,0.5
323.495,253.472,0,0,0.5,324,324,1.26759e-06,1,-2.53518e-06,1,-1.26759e-06,3.21357e-12,0,-2.53518e-06,-1,-0,-0,0.5
316.505,257.464,0,0,0.5,324,324,-0.707105,0.707108,-1.79265e-06,0.707108,0.707105,-1.79264e-06,0,-2.53518e-06,-1,-0,-0,0.5
326.49,239.501,0,0,0.5,324,324,1,0,0,0,-0.866027,-0.499997,0,0.499997,-0.866027,-0,-0,0.5
323.495,242.495,0,-2.98023e-08,0.5,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0,-2.98023e-08,0.5
318.502,243.493,0,0,0.5,324,324,1.26759e-06,1,0,0.866027,-1.09777e-06,-0.499997,-0.499997,6.33792e-07,-0.866027,-0,-0,0.5
315.507,244.491,0,-2.98023e-08,0.5,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0,-2.98023e-08,0.5
263.588,196.59,-0.0707108,-0.0612373,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.0707108,-0.0612373,0.435355
219.657,159.667,-0.141422,-0.122475,0.47071,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.141422,-0.122475,0.47071
274.571,125.738,-0.0707111,-0.183712,0.506065,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.0707111,-0.183712,0.506065
365.429,124.74,0.0707103,-0.183712,0.506065,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.0707103,-0.183712,0.506065
416.349,157.672,0.141421,-0.122475,0.47071,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.141421,-0.122475,0.47071
476.256,195.593,0.212132,-0.0612377,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.212132,-0.0612377,0.435355
546.147,239.501,0.282843,-4.76837e-07,0.4,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.282843,-4.76837e-07,0.4
579.095,192.599,0.353553,-0.0612379,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.353553,-0.0612379,0.435355
273.573,285.405,-0.0707106,0.0612374,0.464645,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.0707106,0.0612374,0.464645
213.666,335.301,-0.141421,0.122475,0.42929,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.141421,0.122475,0.42929
143.775,392.183,-0.212132,0.183712,0.393934,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.212132,0.183712,0.393934
104.836,334.304,-0.282843,0.122475,0.42929,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.282843,0.122475,0.42929
367.426,206.57,0.0707106,-0.0612374,0.535355,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,0.0707106,-0.0612374,0.535355
404.368,173.638,0.141421,-0.122475,0.57071,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,0.141421,-0.122475,0.57071
